team,season,season_type,shotgun,no_huddle,qb_dropback,qb_scramble,total_off_yards,pass_attempts,complete_pass,incomplete_pass,passing_yards,air_yards,receiving_yards,yards_after_catch,rush_attempts,rushing_yards,tackled_for_loss,first_down_pass,first_down_rush,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,rush_touchdown,pass_touchdown,safety,interception,fumble,fumble_lost,fumble_forced,fumble_not_forced,fumble_out_of_bounds,offense_snaps,rush_snaps,pass_snaps,total_off_points,total_def_points,win,loss,tie,record,win_pct,average_shotgun,average_no_huddle,average_qb_dropback,average_qb_scramble,average_total_off_yards,average_pass_attempts,average_complete_pass,average_incomplete_pass,average_passing_yards,average_air_yards,average_receiving_yards,average_yards_after_catch,average_rush_attempts,average_rushing_yards,average_tackled_for_loss,average_first_down_pass,average_first_down_rush,average_third_down_converted,average_third_down_failed,average_fourth_down_converted,average_fourth_down_failed,average_rush_touchdown,average_pass_touchdown,average_safety,average_interception,average_fumble,average_fumble_lost,average_fumble_forced,average_fumble_not_forced,average_fumble_out_of_bounds,rush_pct,pass_pct,passing_air_yards,receiving_air_yards,receptions,receiving_touchdown,targets,yps,adot,air_yards_share,target_share,comp_pct,int_pct,pass_td_pct,ypa,rec_td_pct,yptarget,ayptarget,ypr,rush_td_pct,ypc,touches,total_tds,td_pct,total_yards,yptouch
LAC,2018,POST,104.0,8.0,91.0,2.0,599,82.0,47.0,35.0,491.0,772.0,491.0,217.0,43,108.0,5.0,24.0,5.0,11.0,19.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,132,42,89,51.0,0.0,13.0,5.0,0.0,'13-5-0,0.722,37.22222222222222,0.9444444444444444,36.111111111111114,0.5,377.1111111111111,32.333333333333336,21.944444444444443,10.38888888888889,267.05555555555554,262.8333333333333,267.05555555555554,130.38888888888889,24.61111111111111,110.05555555555556,2.111111111111111,13.166666666666666,5.833333333333333,4.5,7.0,0.5,0.05555555555555555,1.1111111111111112,1.9444444444444444,0.0,0.7222222222222222,0.8333333333333334,0.3333333333333333,0.4444444444444444,0.3888888888888889,0.05555555555555555,0.32,0.67,772.0,772.0,47.0,3.0,82.0,4.54,9.415,0.195,0.16,0.573,0.012,0.037,5.99,0.037,5.99,9.41,10.45,0.047,2.51,172.0,8.0,0.05,1090.0,6.34
LAC,2018,REG,566.0,9.0,559.0,7.0,6189,500.0,348.0,152.0,4316.0,3959.0,4316.0,2130.0,400,1873.0,33.0,213.0,100.0,70.0,107.0,7.0,1.0,18.0,32.0,0.0,12.0,14.0,5.0,7.0,7.0,1.0,953,386,553,422.0,12.0,13.0,5.0,0.0,'13-5-0,0.722,37.22222222222222,0.9444444444444444,36.111111111111114,0.5,377.1111111111111,32.333333333333336,21.944444444444443,10.38888888888889,267.05555555555554,262.8333333333333,267.05555555555554,130.38888888888889,24.61111111111111,110.05555555555556,2.111111111111111,13.166666666666666,5.833333333333333,4.5,7.0,0.5,0.05555555555555555,1.1111111111111112,1.9444444444444444,0.0,0.7222222222222222,0.8333333333333334,0.3333333333333333,0.4444444444444444,0.3888888888888889,0.05555555555555555,0.41,0.58,3959.0,3959.0,348.0,32.0,500.0,6.49,7.918,0.999,0.975,0.696,0.024,0.064,8.63,0.064,8.63,7.92,12.4,0.045,4.68,1248.0,82.0,0.07,10505.0,8.42
LV,2018,REG,641.0,99.0,610.0,8.0,5685,546.0,382.0,164.0,4057.0,3785.0,4057.0,1995.0,388,1628.0,33.0,197.0,86.0,73.0,124.0,7.0,9.0,10.0,19.0,0.0,10.0,22.0,14.0,18.0,4.0,2.0,997,376,602,287.0,18.0,4.0,12.0,0.0,'4-12-0,0.25,40.0625,6.1875,38.125,0.5,355.3125,34.125,23.875,10.25,253.5625,236.5625,253.5625,124.6875,24.25,101.75,2.0625,12.3125,5.375,4.5625,7.75,0.4375,0.5625,0.625,1.1875,0.0,0.625,1.375,0.875,1.125,0.25,0.125,0.38,0.6,3785.0,3785.0,382.0,19.0,546.0,5.7,6.932,0.714,0.891,0.7,0.018,0.035,7.43,0.035,7.43,6.93,10.62,0.026,4.2,1316.0,48.0,0.04,9742.0,7.4
MIA,2018,REG,627.0,131.0,517.0,12.0,5047,442.0,292.0,150.0,3309.0,3699.0,3254.0,1722.0,371,1738.0,40.0,153.0,75.0,56.0,130.0,8.0,5.0,8.0,26.0,0.0,13.0,16.0,12.0,10.0,6.0,0.0,879,360,506,298.0,18.0,7.0,9.0,0.0,'7-9-0,0.438,39.1875,8.1875,32.3125,0.75,315.4375,27.625,18.25,9.375,206.8125,231.1875,203.375,107.625,23.1875,108.625,2.5,9.5625,4.6875,3.5,8.125,0.5,0.3125,0.5,1.625,0.0,0.8125,1.0,0.75,0.625,0.375,0.0,0.41,0.58,3699.0,3699.0,292.0,26.0,442.0,5.74,8.369,0.852,0.9,0.661,0.029,0.059,7.49,0.059,7.36,8.37,11.14,0.022,4.68,1105.0,60.0,0.05,8301.0,7.51
MIN,2018,REG,646.0,73.0,665.0,19.0,5788,596.0,425.0,171.0,4298.0,4396.0,4298.0,1947.0,357,1490.0,39.0,218.0,66.0,73.0,131.0,9.0,12.0,10.0,30.0,0.0,10.0,21.0,11.0,8.0,13.0,1.0,1008,348,648,353.0,30.0,9.0,7.0,0.0,'9-7-0,0.562,40.375,4.5625,41.5625,1.1875,361.75,37.25,26.5625,10.6875,268.625,274.75,268.625,121.6875,22.3125,93.125,2.4375,13.625,4.125,4.5625,8.1875,0.5625,0.75,0.625,1.875,0.0,0.625,1.3125,0.6875,0.5,0.8125,0.0625,0.35,0.64,4396.0,4396.0,425.0,30.0,596.0,5.74,7.376,11.359,20.552,0.713,0.017,0.05,7.21,0.05,7.21,7.38,10.11,0.028,4.17,1378.0,70.0,0.05,10086.0,7.32
NE,2018,POST,106.0,5.0,126.0,0.0,1438,122.0,85.0,37.0,953.0,837.0,953.0,494.0,114,485.0,4.0,50.0,31.0,23.0,22.0,2.0,2.0,9.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,240,109,126,91.0,0.0,14.0,5.0,0.0,'14-5-0,0.737,33.36842105263158,3.789473684210526,38.1578947368421,0.2631578947368421,414.7368421052632,36.05263157894737,24.36842105263158,11.68421052631579,282.0,280.3157894736842,282.0,140.52631578947367,31.157894736842106,132.73684210526315,1.4210526315789473,13.473684210526315,8.526315789473685,5.526315789473684,7.421052631578948,0.47368421052631576,0.47368421052631576,1.4736842105263157,1.631578947368421,0.0,0.7368421052631579,0.7368421052631579,0.3684210526315789,0.631578947368421,0.10526315789473684,0.05263157894736842,0.45,0.52,837.0,837.0,85.0,2.0,122.0,5.99,6.861,1.122,1.326,0.697,0.025,0.016,7.81,0.016,7.81,6.86,11.21,0.079,4.25,321.0,13.0,0.04,2391.0,7.45
NE,2018,REG,528.0,67.0,599.0,5.0,6442,563.0,378.0,185.0,4405.0,4489.0,4405.0,2176.0,478,2037.0,23.0,206.0,131.0,82.0,119.0,7.0,7.0,19.0,29.0,0.0,11.0,12.0,6.0,11.0,1.0,1.0,1074,458,594,418.0,0.0,14.0,5.0,0.0,'14-5-0,0.737,33.36842105263158,3.789473684210526,38.1578947368421,0.2631578947368421,414.7368421052632,36.05263157894737,24.36842105263158,11.68421052631579,282.0,280.3157894736842,282.0,140.52631578947367,31.157894736842106,132.73684210526315,1.4210526315789473,13.473684210526315,8.526315789473685,5.526315789473684,7.421052631578948,0.47368421052631576,0.47368421052631576,1.4736842105263157,1.631578947368421,0.0,0.7368421052631579,0.7368421052631579,0.3684210526315789,0.631578947368421,0.10526315789473684,0.05263157894736842,0.43,0.55,4489.0,4489.0,378.0,29.0,563.0,6.0,7.973,6.017,6.12,0.671,0.02,0.052,7.82,0.052,7.82,7.97,11.65,0.04,4.26,1419.0,77.0,0.05,10847.0,7.64
NO,2018,POST,85.0,1.0,83.0,1.0,735,77.0,54.0,23.0,550.0,612.0,550.0,269.0,52,185.0,6.0,26.0,14.0,14.0,15.0,2.0,0.0,0.0,4.0,0.0,2.0,4.0,0.0,2.0,2.0,1.0,135,49,82,43.0,0.0,14.0,4.0,0.0,'14-4-0,0.778,34.77777777777778,0.8888888888888888,35.166666666666664,0.5555555555555556,385.22222222222223,32.72222222222222,24.166666666666668,8.555555555555555,262.44444444444446,243.38888888888889,262.44444444444446,120.38888888888889,29.27777777777778,122.77777777777777,1.8888888888888888,13.11111111111111,8.222222222222221,5.333333333333333,6.5,0.8333333333333334,0.16666666666666666,1.4444444444444444,2.0555555555555554,0.0,0.5,1.1111111111111112,0.5,0.7777777777777778,0.3333333333333333,0.16666666666666666,0.36,0.61,612.0,612.0,54.0,4.0,77.0,5.44,7.948,0.112,0.118,0.701,0.026,0.052,7.14,0.052,7.14,7.95,10.19,0.0,3.56,183.0,8.0,0.04,1285.0,7.02
NO,2018,REG,541.0,15.0,550.0,9.0,6199,512.0,381.0,131.0,4174.0,3769.0,4174.0,1898.0,475,2025.0,28.0,210.0,134.0,82.0,102.0,13.0,3.0,26.0,33.0,0.0,7.0,16.0,9.0,12.0,4.0,2.0,1016,450,541,499.0,6.0,14.0,4.0,0.0,'14-4-0,0.778,34.77777777777778,0.8888888888888888,35.166666666666664,0.5555555555555556,385.22222222222223,32.72222222222222,24.166666666666668,8.555555555555555,262.44444444444446,243.38888888888889,262.44444444444446,120.38888888888889,29.27777777777778,122.77777777777777,1.8888888888888888,13.11111111111111,8.222222222222221,5.333333333333333,6.5,0.8333333333333334,0.16666666666666666,1.4444444444444444,2.0555555555555554,0.0,0.5,1.1111111111111112,0.5,0.7777777777777778,0.3333333333333333,0.16666666666666666,0.44,0.53,3769.0,3769.0,381.0,33.0,512.0,6.1,7.361,0.689,0.785,0.744,0.014,0.064,8.15,0.064,8.15,7.36,10.96,0.055,4.26,1368.0,92.0,0.07,10373.0,7.58
NYG,2018,REG,611.0,93.0,638.0,4.0,6055,571.0,382.0,189.0,4405.0,4373.0,4405.0,2200.0,356,1650.0,42.0,208.0,71.0,76.0,130.0,12.0,8.0,13.0,23.0,0.0,12.0,17.0,5.0,11.0,6.0,3.0,991,351,634,352.0,6.0,5.0,11.0,0.0,'5-11-0,0.312,38.1875,5.8125,39.875,0.25,378.4375,35.6875,23.875,11.8125,275.3125,273.3125,275.3125,137.5,22.25,103.125,2.625,13.0,4.4375,4.75,8.125,0.75,0.5,0.8125,1.4375,0.0,0.75,1.0625,0.3125,0.6875,0.375,0.1875,0.35,0.64,4373.0,4373.0,382.0,23.0,571.0,6.11,7.658,0.852,1.09,0.669,0.021,0.04,7.71,0.04,7.71,7.66,11.53,0.037,4.63,1309.0,59.0,0.05,10460.0,7.99
NYJ,2018,REG,613.0,37.0,580.0,20.0,5023,505.0,299.0,206.0,3404.0,4637.0,3404.0,1586.0,409,1619.0,47.0,157.0,84.0,69.0,144.0,11.0,11.0,12.0,18.0,1.0,19.0,22.0,10.0,12.0,10.0,3.0,971,398,560,312.0,18.0,4.0,12.0,0.0,'4-12-0,0.25,38.3125,2.3125,36.25,1.25,313.9375,31.5625,18.6875,12.875,212.75,289.8125,212.75,99.125,25.5625,101.1875,2.9375,9.8125,5.25,4.3125,9.0,0.6875,0.6875,0.75,1.125,0.0625,1.1875,1.375,0.625,0.75,0.625,0.1875,0.41,0.58,4637.0,4637.0,299.0,18.0,505.0,5.17,9.182,1.054,1.065,0.592,0.038,0.036,6.74,0.036,6.74,9.18,11.38,0.029,3.96,1213.0,48.0,0.04,8427.0,6.95
PHI,2018,POST,91.0,7.0,72.0,0.0,558,67.0,43.0,24.0,467.0,635.0,467.0,192.0,40,91.0,5.0,28.0,4.0,8.0,12.0,1.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,112,38,72,30.0,0.0,10.0,8.0,0.0,'10-8-0,0.556,53.666666666666664,5.222222222222222,40.388888888888886,1.0555555555555556,369.55555555555554,36.388888888888886,25.833333333333332,10.555555555555555,277.27777777777777,282.8888888888889,277.44444444444446,130.16666666666666,24.555555555555557,92.27777777777777,2.4444444444444446,13.833333333333334,5.444444444444445,5.111111111111111,8.0,0.8333333333333334,0.6111111111111112,0.7222222222222222,1.7777777777777777,0.0,0.8333333333333334,1.4444444444444444,0.6666666666666666,0.8888888888888888,0.5555555555555556,0.16666666666666666,0.34,0.64,635.0,635.0,43.0,3.0,67.0,4.98,9.478,0.12,0.111,0.642,0.06,0.045,6.97,0.045,6.97,9.48,10.86,0.025,2.28,150.0,7.0,0.05,1025.0,6.83
PHI,2018,REG,875.0,87.0,655.0,19.0,6094,588.0,422.0,166.0,4524.0,4457.0,4527.0,2151.0,402,1570.0,39.0,221.0,94.0,84.0,132.0,14.0,11.0,12.0,29.0,0.0,11.0,26.0,12.0,16.0,10.0,3.0,1043,391,637,368.0,6.0,10.0,8.0,0.0,'10-8-0,0.556,53.666666666666664,5.222222222222222,40.388888888888886,1.0555555555555556,369.55555555555554,36.388888888888886,25.833333333333332,10.555555555555555,277.27777777777777,282.8888888888889,277.44444444444446,130.16666666666666,24.555555555555557,92.27777777777777,2.4444444444444446,13.833333333333334,5.444444444444445,5.111111111111111,8.0,0.8333333333333334,0.6111111111111112,0.7222222222222222,1.7777777777777777,0.0,0.8333333333333334,1.4444444444444444,0.6666666666666666,0.8888888888888888,0.5555555555555556,0.16666666666666666,0.37,0.61,4457.0,4457.0,422.0,29.0,588.0,5.84,7.58,0.844,0.975,0.718,0.019,0.049,7.69,0.049,7.7,7.58,10.73,0.03,3.91,1412.0,70.0,0.05,10621.0,7.52
PIT,2018,REG,880.0,168.0,729.0,15.0,6619,672.0,459.0,213.0,5174.0,5327.0,5131.0,2777.0,345,1445.0,29.0,251.0,88.0,88.0,110.0,9.0,5.0,17.0,35.0,0.0,17.0,19.0,9.0,15.0,4.0,2.0,1063,331,715,413.0,6.0,10.0,6.0,0.0,'10-6-0,0.625,55.0,10.5,45.5625,0.9375,413.6875,42.0,28.6875,13.3125,323.375,332.9375,320.6875,173.5625,21.5625,90.3125,1.8125,15.6875,5.5,5.5,6.875,0.5625,0.3125,1.0625,2.1875,0.0,1.0625,1.1875,0.5625,0.9375,0.25,0.125,0.31,0.67,5327.0,5327.0,459.0,35.0,672.0,6.23,7.927,1.076,1.2,0.683,0.025,0.052,7.7,0.052,7.64,7.93,11.18,0.049,4.19,1476.0,87.0,0.06,11750.0,7.96
SEA,2018,POST,40.0,2.0,29.0,1.0,306,27.0,18.0,9.0,233.0,224.0,233.0,98.0,26,73.0,3.0,6.0,5.0,2.0,11.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,26,28,22.0,0.0,10.0,7.0,0.0,'10-7-0,0.588,45.88235294117647,4.705882352941177,31.11764705882353,1.8235294117647058,371.0,26.294117647058822,17.529411764705884,8.764705882352942,216.52941176470588,238.64705882352942,216.52941176470588,87.23529411764706,32.94117647058823,154.47058823529412,2.2941176470588234,9.529411764705882,8.117647058823529,4.882352941176471,8.117647058823529,0.7647058823529411,0.17647058823529413,1.0,2.1176470588235294,0.0,0.4117647058823529,1.1176470588235294,0.29411764705882354,0.7058823529411765,0.4117647058823529,0.23529411764705882,0.48,0.52,224.0,224.0,18.0,1.0,27.0,5.67,8.296,0.327,0.443,0.667,0.0,0.037,8.63,0.037,8.63,8.3,12.94,0.038,2.81,71.0,3.0,0.04,539.0,7.59
SEA,2018,REG,740.0,78.0,500.0,30.0,6001,420.0,280.0,140.0,3448.0,3833.0,3448.0,1385.0,534,2553.0,36.0,156.0,133.0,81.0,127.0,11.0,3.0,16.0,35.0,0.0,7.0,19.0,5.0,12.0,7.0,4.0,1013,518,471,424.0,12.0,10.0,7.0,0.0,'10-7-0,0.588,45.88235294117647,4.705882352941177,31.11764705882353,1.8235294117647058,371.0,26.294117647058822,17.529411764705884,8.764705882352942,216.52941176470588,238.64705882352942,216.52941176470588,87.23529411764706,32.94117647058823,154.47058823529412,2.2941176470588234,9.529411764705882,8.117647058823529,4.882352941176471,8.117647058823529,0.7647058823529411,0.17647058823529413,1.0,2.1176470588235294,0.0,0.4117647058823529,1.1176470588235294,0.29411764705882354,0.7058823529411765,0.4117647058823529,0.23529411764705882,0.51,0.46,3833.0,3833.0,280.0,35.0,420.0,5.92,9.126,5.596,6.885,0.667,0.017,0.083,8.21,0.083,8.21,9.13,12.31,0.03,4.78,1234.0,86.0,0.07,9449.0,7.66
SF,2018,REG,498.0,67.0,597.0,17.0,6149,512.0,331.0,181.0,4247.0,3807.0,4247.0,2316.0,425,1902.0,50.0,201.0,98.0,73.0,120.0,5.0,5.0,8.0,26.0,1.0,20.0,27.0,11.0,19.0,8.0,3.0,1009,413,580,338.0,24.0,4.0,12.0,0.0,'4-12-0,0.25,31.125,4.1875,37.3125,1.0625,384.3125,32.0,20.6875,11.3125,265.4375,237.9375,265.4375,144.75,26.5625,118.875,3.125,12.5625,6.125,4.5625,7.5,0.3125,0.3125,0.5,1.625,0.0625,1.25,1.6875,0.6875,1.1875,0.5,0.1875,0.41,0.57,3807.0,3807.0,331.0,26.0,512.0,6.09,7.436,3.905,6.564,0.646,0.039,0.051,8.29,0.051,8.29,7.44,12.83,0.019,4.48,1268.0,60.0,0.05,10396.0,8.2
TB,2018,REG,716.0,132.0,728.0,60.0,6881,599.0,408.0,191.0,5358.0,6642.0,5358.0,1769.0,390,1523.0,38.0,265.0,80.0,86.0,101.0,9.0,4.0,12.0,36.0,1.0,26.0,24.0,11.0,14.0,10.0,2.0,1060,380,669,394.0,24.0,5.0,11.0,0.0,'5-11-0,0.312,44.75,8.25,45.5,3.75,430.0625,37.4375,25.5,11.9375,334.875,415.125,334.875,110.5625,24.375,95.1875,2.375,16.5625,5.0,5.375,6.3125,0.5625,0.25,0.75,2.25,0.0625,1.625,1.5,0.6875,0.875,0.625,0.125,0.36,0.63,6642.0,6642.0,408.0,36.0,599.0,6.49,11.088,1.169,1.091,0.681,0.043,0.06,8.94,0.06,8.94,11.09,13.13,0.031,3.91,1397.0,84.0,0.06,12239.0,8.76
TEN,2018,REG,542.0,129.0,519.0,37.0,5278,425.0,293.0,132.0,3255.0,3265.0,3255.0,1648.0,454,2023.0,51.0,156.0,106.0,82.0,123.0,7.0,5.0,16.0,16.0,0.0,12.0,15.0,5.0,12.0,3.0,4.0,939,445,485,299.0,6.0,9.0,7.0,0.0,'9-7-0,0.562,33.875,8.0625,32.4375,2.3125,329.875,26.5625,18.3125,8.25,203.4375,204.0625,203.4375,103.0,28.375,126.4375,3.1875,9.75,6.625,5.125,7.6875,0.4375,0.3125,1.0,1.0,0.0,0.75,0.9375,0.3125,0.75,0.1875,0.25,0.47,0.52,3265.0,3265.0,293.0,16.0,425.0,5.62,7.682,0.683,0.811,0.689,0.028,0.038,7.66,0.038,7.66,7.68,11.11,0.035,4.46,1172.0,48.0,0.04,8533.0,7.28
WAS,2018,REG,690.0,53.0,594.0,46.0,5061,494.0,311.0,183.0,3287.0,4195.0,3283.0,1511.0,414,1774.0,56.0,156.0,96.0,75.0,131.0,10.0,8.0,13.0,16.0,0.0,15.0,17.0,5.0,14.0,3.0,1.0,970,407,552,284.0,18.0,7.0,9.0,0.0,'7-9-0,0.438,43.125,3.3125,37.125,2.875,316.3125,30.875,19.4375,11.4375,205.4375,262.1875,205.1875,94.4375,25.875,110.875,3.5,9.75,6.0,4.6875,8.1875,0.625,0.5,0.8125,1.0,0.0,0.9375,1.0625,0.3125,0.875,0.1875,0.0625,0.42,0.57,4195.0,4195.0,311.0,16.0,494.0,5.22,8.492,16.915,17.643,0.63,0.03,0.032,6.65,0.032,6.65,8.49,10.56,0.031,4.29,1219.0,45.0,0.04,8344.0,6.84
ARI,2019,REG,927.0,301.0,630.0,35.0,5781,539.0,352.0,187.0,3827.0,4177.0,3827.0,1928.0,392,1954.0,32.0,174.0,107.0,70.0,126.0,13.0,7.0,20.0,20.0,0.0,12.0,10.0,7.0,4.0,6.0,0.0,996,381,600,376.0,18.0,5.0,11.0,0.0,'5-11-0,0.312,57.9375,18.8125,39.375,2.1875,361.3125,33.6875,22.0,11.6875,239.1875,261.0625,239.1875,120.5,24.5,122.125,2.0,10.875,6.6875,4.375,7.875,0.8125,0.4375,1.25,1.25,0.0,0.75,0.625,0.4375,0.25,0.375,0.0,0.38,0.6,4177.0,4177.0,352.0,20.0,539.0,5.8,7.75,0.859,0.918,0.653,0.022,0.037,7.1,0.037,7.1,7.75,10.87,0.051,4.98,1283.0,60.0,0.05,9608.0,7.49
ATL,2019,REG,695.0,107.0,761.0,25.0,6410,669.0,459.0,210.0,5049.0,5535.0,5049.0,1899.0,363,1361.0,38.0,258.0,84.0,87.0,120.0,13.0,8.0,10.0,29.0,0.0,15.0,17.0,9.0,16.0,1.0,1.0,1105,351,739,366.0,18.0,7.0,9.0,0.0,'7-9-0,0.438,43.4375,6.6875,47.5625,1.5625,400.625,41.8125,28.6875,13.125,315.5625,345.9375,315.5625,118.6875,22.6875,85.0625,2.375,16.125,5.25,5.4375,7.5,0.8125,0.5,0.625,1.8125,0.0,0.9375,1.0625,0.5625,1.0,0.0625,0.0625,0.32,0.67,5535.0,5535.0,459.0,29.0,669.0,5.8,8.274,6.016,9.041,0.686,0.022,0.043,7.55,0.043,7.55,8.27,11.0,0.028,3.75,1491.0,68.0,0.05,11459.0,7.69
BAL,2019,POST,93.0,17.0,71.0,8.0,550,57.0,31.0,26.0,365.0,663.0,365.0,92.0,29,185.0,1.0,18.0,10.0,11.0,7.0,0.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,93,29,63,12.0,0.0,14.0,3.0,0.0,'14-3-0,0.824,67.3529411764706,2.3529411764705883,33.88235294117647,2.7058823529411766,422.7647058823529,28.764705882352942,18.823529411764707,9.941176470588236,218.52941176470588,263.8235294117647,218.52941176470588,90.52941176470588,37.0,204.23529411764707,2.176470588235294,11.117647058823529,11.647058823529411,5.823529411764706,6.235294117647059,1.0,0.6470588235294118,1.2941176470588236,2.235294117647059,0.0,0.5882352941176471,1.0588235294117647,0.47058823529411764,0.5294117647058824,0.5294117647058824,0.058823529411764705,0.31,0.68,663.0,663.0,31.0,1.0,57.0,5.91,11.632,0.43,0.452,0.544,0.035,0.018,6.4,0.018,6.4,11.63,11.77,0.0,6.38,117.0,2.0,0.02,915.0,7.82
BAL,2019,REG,1052.0,23.0,505.0,38.0,6637,432.0,289.0,143.0,3350.0,3822.0,3350.0,1447.0,600,3287.0,36.0,171.0,188.0,88.0,99.0,17.0,7.0,22.0,37.0,0.0,8.0,17.0,7.0,8.0,9.0,1.0,1069,575,467,499.0,0.0,14.0,3.0,0.0,'14-3-0,0.824,67.3529411764706,2.3529411764705883,33.88235294117647,2.7058823529411766,422.7647058823529,28.764705882352942,18.823529411764707,9.941176470588236,218.52941176470588,263.8235294117647,218.52941176470588,90.52941176470588,37.0,204.23529411764707,2.176470588235294,11.117647058823529,11.647058823529411,5.823529411764706,6.235294117647059,1.0,0.6470588235294118,1.2941176470588236,2.235294117647059,0.0,0.5882352941176471,1.0588235294117647,0.47058823529411764,0.5294117647058824,0.5294117647058824,0.058823529411764705,0.54,0.44,3822.0,3822.0,289.0,37.0,432.0,6.21,8.847,2.48,3.429,0.669,0.019,0.086,7.75,0.086,7.75,8.85,11.59,0.037,5.48,1321.0,96.0,0.07,9987.0,7.56
BUF,2019,POST,57.0,0.0,50.0,2.0,452,48.0,25.0,23.0,280.0,424.0,280.0,163.0,30,172.0,3.0,14.0,10.0,11.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,81,30,49,19.0,0.0,10.0,7.0,0.0,'10-7-0,0.588,42.1764705882353,9.529411764705882,37.94117647058823,3.0588235294117645,351.88235294117646,32.294117647058826,19.058823529411764,13.235294117647058,220.94117647058823,300.5882352941176,220.94117647058823,98.0,29.176470588235293,130.94117647058823,2.823529411764706,10.352941176470589,7.647058823529412,5.117647058823529,8.588235294117647,0.47058823529411764,0.6470588235294118,0.8823529411764706,1.2941176470588236,0.058823529411764705,0.7058823529411765,1.588235294117647,0.5294117647058824,1.1764705882352942,0.4117647058823529,0.11764705882352941,0.37,0.6,424.0,424.0,25.0,1.0,48.0,5.58,8.833,0.107,0.097,0.521,0.0,0.021,5.83,0.021,5.83,8.83,11.2,0.0,5.73,103.0,2.0,0.02,732.0,7.11
BUF,2019,REG,660.0,162.0,595.0,50.0,5530,501.0,299.0,202.0,3476.0,4686.0,3476.0,1503.0,466,2054.0,45.0,162.0,120.0,76.0,136.0,8.0,10.0,15.0,21.0,1.0,12.0,25.0,8.0,18.0,7.0,1.0,1021,453,551,319.0,6.0,10.0,7.0,0.0,'10-7-0,0.588,42.1764705882353,9.529411764705882,37.94117647058823,3.0588235294117645,351.88235294117646,32.294117647058826,19.058823529411764,13.235294117647058,220.94117647058823,300.5882352941176,220.94117647058823,98.0,29.176470588235293,130.94117647058823,2.823529411764706,10.352941176470589,7.647058823529412,5.117647058823529,8.588235294117647,0.47058823529411764,0.6470588235294118,0.8823529411764706,1.2941176470588236,0.058823529411764705,0.7058823529411765,1.588235294117647,0.5294117647058824,1.1764705882352942,0.4117647058823529,0.11764705882352941,0.44,0.54,4686.0,4686.0,299.0,21.0,501.0,5.42,9.353,1.18,1.014,0.597,0.024,0.042,6.94,0.042,6.94,9.35,11.63,0.032,4.41,1266.0,57.0,0.05,9006.0,7.11
CAR,2019,REG,804.0,91.0,716.0,27.0,5953,612.0,382.0,230.0,4134.0,5299.0,4134.0,2032.0,387,1819.0,33.0,230.0,82.0,66.0,141.0,12.0,12.0,23.0,17.0,0.0,21.0,25.0,13.0,16.0,9.0,0.0,1080,382,691,349.0,6.0,5.0,11.0,0.0,'5-11-0,0.312,50.25,5.6875,44.75,1.6875,372.0625,38.25,23.875,14.375,258.375,331.1875,258.375,127.0,24.1875,113.6875,2.0625,14.375,5.125,4.125,8.8125,0.75,0.75,1.4375,1.0625,0.0,1.3125,1.5625,0.8125,1.0,0.5625,0.0,0.35,0.64,5299.0,5299.0,382.0,17.0,612.0,5.51,8.658,1.162,1.28,0.624,0.034,0.028,6.75,0.028,6.75,8.66,10.82,0.059,4.7,1381.0,57.0,0.04,10087.0,7.3
CHI,2019,REG,840.0,162.0,647.0,24.0,5031,568.0,371.0,197.0,3573.0,4538.0,3573.0,1538.0,395,1458.0,30.0,178.0,85.0,77.0,139.0,7.0,14.0,9.0,20.0,1.0,12.0,11.0,7.0,6.0,6.0,1.0,1021,389,623,272.0,0.0,8.0,8.0,0.0,'8-8-0,0.5,52.5,10.125,40.4375,1.5,314.4375,35.5,23.1875,12.3125,223.3125,283.625,223.3125,96.125,24.6875,91.125,1.875,11.125,5.3125,4.8125,8.6875,0.4375,0.875,0.5625,1.25,0.0625,0.75,0.6875,0.4375,0.375,0.375,0.0625,0.38,0.61,4538.0,4538.0,371.0,20.0,568.0,4.93,7.989,0.94,1.211,0.653,0.021,0.035,6.29,0.035,6.29,7.99,9.63,0.023,3.69,1334.0,49.0,0.04,8604.0,6.45
