game_id,season,week,team,season_type,shotgun,no_huddle,qb_dropback,qb_scramble,total_off_yards,pass_attempts,complete_pass,incomplete_pass,passing_yards,air_yards,receiving_yards,yards_after_catch,rush_attempts,rushing_yards,tackled_for_loss,first_down_pass,first_down_rush,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,rush_touchdown,pass_touchdown,safety,interception,fumble,fumble_lost,fumble_forced,fumble_not_forced,fumble_out_of_bounds,total_off_points,total_def_points,extra_point,field_goal,kickoff,no_play,pass_snaps,punt,qb_kneel,qb_spike,rush_snaps,offense_snaps,st_snaps,rush_pct,pass_pct,home_win,home_loss,home_tie,away_win,away_loss,away_tie,win,loss,tie,record,win_pct,passing_air_yards,receiving_air_yards,receptions,receiving_touchdown,targets,yps,adot,air_yards_share,target_share,comp_pct,int_pct,pass_td_pct,ypa,rec_td_pct,yptarget,ayptarget,ypr,rush_td_pct,ypc,touches,total_tds,td_pct,total_yards,yptouch,average_shotgun,average_no_huddle,average_qb_dropback,average_qb_scramble,average_total_off_yards,average_pass_attempts,average_complete_pass,average_incomplete_pass,average_passing_yards,average_air_yards,average_receiving_yards,average_yards_after_catch,average_rush_attempts,average_rushing_yards,average_tackled_for_loss,average_first_down_pass,average_first_down_rush,average_third_down_converted,average_third_down_failed,average_fourth_down_converted,average_fourth_down_failed,average_rush_touchdown,average_pass_touchdown,average_safety,average_interception,average_fumble,average_fumble_lost,average_fumble_forced,average_fumble_not_forced,average_fumble_out_of_bounds
2016_08_SEA_NO,2016,8,SEA,REG,35,3,38,3,370,35,23,12,296,222,296,142,17,74,1,11,4,5,6,0,1,1,0,0,1,1,0,0,1,0,14,0,2,2,7,4,35,3,0,2,17,54,14,0.31,0.65,0,0,0,0,1,0,5,2,0,'5-2-0,0.714,222,222,23,0,35,6.85,6.343,0.728,1.061,0.657,0.029,0,8.46,0,8.46,6.34,12.87,0.059,4.35,75,1,0.01,666,8.88,51.28571429,1.571428571,39.14285714,1.714285714,355.7142857,35.57142857,23.71428571,11.85714286,274.2857143,260.5714286,274.2857143,122.5714286,25.14285714,81.42857143,3.285714286,11.85714286,4.714285714,4.857142857,8.285714286,0.285714286,0.285714286,0.857142857,0.857142857,0,0.428571429,1.571428571,0.428571429,1.142857143,0.428571429,0.142857143
2016_09_BUF_SEA,2016,9,SEA,REG,27,1,31,1,315,26,20,6,282,287,282,85,12,33,1,13,4,2,5,0,0,2,2,0,0,0,0,0,0,0,31,0,4,1,5,7,30,4,1,0,11,42,14,0.26,0.71,1,0,0,0,0,0,6,2,0,'6-2-0,0.75,287,287,20,2,26,7.5,11.038,0.941,0.788,0.769,0,0.077,10.85,0.077,10.85,11.04,14.1,0.167,2.75,58,6,0.1,597,10.29,48.25,1.5,38.125,1.625,350.625,34.375,23.25,11.125,275.25,263.875,275.25,117.875,23.5,75.375,3,12,4.625,4.5,7.875,0.25,0.25,1,1,0,0.375,1.375,0.375,1,0.375,0.125
2016_10_SEA_NE,2016,10,SEA,REG,37,0,42,1,444,37,25,12,348,342,348,127,26,96,0,18,3,6,6,0,0,0,3,0,0,1,0,1,0,0,31,0,2,4,5,5,41,2,0,0,26,67,13,0.39,0.61,0,0,0,1,0,0,7,2,0,'7-2-0,0.778,342,342,25,3,37,6.63,9.243,1.121,1.121,0.676,0,0.081,9.41,0.081,9.41,9.24,13.92,0,3.69,88,6,0.07,792,9,47,1.333333333,38.55555556,1.555555556,361,34.66666667,23.44444444,11.22222222,283.3333333,272.5555556,283.3333333,118.8888889,23.77777778,77.66666667,2.666666667,12.66666667,4.444444444,4.666666667,7.666666667,0.222222222,0.222222222,0.888888889,1.222222222,0,0.333333333,1.333333333,0.333333333,1,0.333333333,0.111111111
2016_11_PHI_SEA,2016,11,SEA,REG,38,0,37,4,439,32,19,13,287,327,287,135,30,152,3,12,5,5,10,0,0,1,2,0,0,1,0,0,1,0,26,0,3,3,3,7,33,6,3,0,27,63,15,0.43,0.52,1,0,0,0,0,0,8,2,0,'8-2-0,0.8,327,327,19,2,32,6.97,10.219,1.072,0.97,0.594,0,0.062,8.97,0.062,8.97,10.22,15.11,0.033,5.07,81,5,0.06,726,8.96,46.1,1.2,38.4,1.8,368.8,34.4,23,11.4,283.7,278,283.7,120.5,24.4,85.1,2.7,12.6,4.5,4.7,7.9,0.2,0.2,0.9,1.3,0,0.3,1.3,0.3,0.9,0.4,0.1
2016_12_SEA_TB,2016,12,SEA,REG,51,7,45,6,278,31,17,14,151,387,151,48,22,127,1,9,6,1,10,1,0,0,0,0,2,3,1,3,0,1,3,0,0,1,4,2,39,7,0,0,22,61,12,0.36,0.64,0,0,0,0,1,0,8,3,0,'8-3-0,0.727,387,387,17,0,31,4.56,12.484,1.269,0.939,0.548,0.065,0,4.87,0,4.87,12.48,8.88,0,5.77,70,0,0,429,6.13,46.54545455,1.727272727,39,2.181818182,360.5454545,34.09090909,22.45454545,11.63636364,271.6363636,287.9090909,271.6363636,113.9090909,24.18181818,88.90909091,2.545454545,12.27272727,4.636363636,4.363636364,8.090909091,0.272727273,0.181818182,0.818181818,1.181818182,0,0.454545455,1.454545455,0.363636364,1.090909091,0.363636364,0.181818182
2016_13_CAR_SEA,2016,13,SEA,REG,51,1,44,2,555,38,28,10,315,281,315,173,29,240,4,16,11,7,7,0,1,3,1,0,1,1,0,1,0,1,40,0,4,4,2,2,42,1,0,0,29,71,11,0.41,0.59,1,0,0,0,0,0,9,3,0,'9-3-0,0.75,281,281,28,1,38,7.82,7.395,0.921,1.152,0.737,0.026,0.026,8.29,0.026,8.29,7.39,11.25,0.103,8.28,95,5,0.05,870,9.16,46.91666667,1.666666667,39.41666667,2.166666667,376.75,34.41666667,22.91666667,11.5,275.25,287.3333333,275.25,118.8333333,24.58333333,101.5,2.666666667,12.58333333,5.166666667,4.583333333,8,0.25,0.25,1,1.166666667,0,0.5,1.416666667,0.333333333,1.083333333,0.333333333,0.25
2016_14_SEA_GB,2016,14,SEA,REG,47,8,46,4,376,34,22,12,240,413,240,83,26,136,2,14,7,6,6,0,1,0,1,0,5,1,1,1,0,0,10,0,1,1,7,5,42,4,0,0,26,68,13,0.38,0.62,0,0,0,0,1,0,9,4,0,'9-4-0,0.692,413,413,22,1,34,5.53,12.147,1.354,1.03,0.647,0.147,0.029,7.06,0.029,7.06,12.15,10.91,0,5.23,82,2,0.02,616,7.51,46.92307692,2.153846154,39.92307692,2.307692308,376.6923077,34.38461538,22.84615385,11.53846154,272.5384615,297,272.5384615,116.0769231,24.69230769,104.1538462,2.615384615,12.69230769,5.307692308,4.692307692,7.846153846,0.230769231,0.307692308,0.923076923,1.153846154,0,0.846153846,1.384615385,0.384615385,1.076923077,0.307692308,0.230769231
2016_15_LA_SEA,2016,15,SEA,REG,34,0,30,2,301,25,19,6,229,216,229,91,30,72,6,8,6,7,8,1,0,0,3,0,1,1,0,0,1,0,24,0,3,1,2,9,28,3,3,0,27,58,9,0.47,0.48,1,0,0,0,0,0,10,4,0,'10-4-0,0.714,216,216,19,3,25,5.19,8.64,0.708,0.758,0.76,0.04,0.12,9.16,0.12,9.16,8.64,12.05,0,2.4,74,6,0.08,530,7.16,46,2,39.21428571,2.285714286,371.2857143,33.71428571,22.57142857,11.14285714,269.4285714,291.2142857,269.4285714,114.2857143,25.07142857,101.8571429,2.857142857,12.35714286,5.357142857,4.857142857,7.857142857,0.285714286,0.285714286,0.857142857,1.285714286,0,0.857142857,1.357142857,0.357142857,1,0.357142857,0.214285714
2016_16_ARI_SEA,2016,16,SEA,REG,60,5,53,1,428,45,29,16,350,425,350,136,27,78,4,17,5,8,9,0,2,0,4,0,0,1,1,0,1,0,31,0,3,2,6,5,52,4,0,0,27,79,15,0.34,0.66,0,1,0,0,0,0,10,5,0,'10-5-0,0.667,425,425,29,4,45,5.42,9.444,1.393,1.364,0.644,0,0.089,7.78,0.089,7.78,9.44,12.07,0,2.89,101,8,0.08,778,7.7,46.93333333,2.2,40.13333333,2.2,375.0666667,34.46666667,23,11.46666667,274.8,300.1333333,274.8,115.7333333,25.2,100.2666667,2.933333333,12.66666667,5.333333333,5.066666667,7.933333333,0.266666667,0.4,0.8,1.466666667,0,0.8,1.333333333,0.4,0.933333333,0.4,0.2
2016_17_SEA_SF,2016,17,SEA,REG,41,1,41,1,387,38,23,15,300,347,300,101,25,87,2,13,5,3,9,0,1,1,1,1,0,3,0,0,3,1,25,0,2,4,4,1,40,4,2,0,23,65,14,0.35,0.62,0,0,0,1,0,0,11,5,0,'11-5-0,0.688,347,347,23,1,38,5.95,9.132,1.138,1.152,0.605,0,0.026,7.89,0.026,7.89,9.13,13.04,0.04,3.48,86,3,0.03,687,7.99,46.5625,2.125,40.1875,2.125,375.8125,34.6875,23,11.6875,276.375,303.0625,276.375,114.8125,25.1875,99.4375,2.875,12.6875,5.3125,4.9375,8,0.25,0.4375,0.8125,1.4375,0.0625,0.75,1.4375,0.375,0.875,0.5625,0.25
2016_18_DET_SEA,2016,18,SEA,POST,40,0,33,0,401,30,23,7,224,196,224,91,38,177,3,13,9,9,7,2,0,1,2,0,0,1,0,0,1,0,26,0,3,2,3,2,33,3,3,0,35,71,11,0.49,0.46,1,0,0,0,0,0,12,5,0,'12-5-0,0.706,196,196,23,2,30,5.65,6.533,0.643,0.909,0.767,0,0.067,7.47,0.067,7.47,6.53,9.74,0.026,4.66,91,5,0.05,625,6.87,46.17647059,2,39.76470588,2,377.2941176,34.41176471,23,11.41176471,273.2941176,296.7647059,273.2941176,113.4117647,25.94117647,104,2.882352941,12.70588235,5.529411765,5.176470588,7.941176471,0.352941176,0.411764706,0.823529412,1.470588235,0.058823529,0.705882353,1.411764706,0.352941176,0.823529412,0.588235294,0.235294118
2016_19_SEA_ATL,2016,19,SEA,POST,40,2,39,6,326,28,17,11,225,399,225,67,21,101,2,9,7,5,6,0,0,0,2,1,2,0,0,0,0,0,20,0,2,2,7,2,33,2,0,0,21,54,13,0.39,0.61,0,0,0,0,1,0,12,6,0,'12-6-0,0.667,399,399,17,2,28,6.04,14.25,1.308,0.848,0.607,0.071,0.071,8.04,0.071,8.04,14.25,13.24,0,4.81,66,4,0.06,551,8.35,45.83333333,2,39.72222222,2.222222222,374.4444444,34.05555556,22.66666667,11.38888889,270.6111111,302.4444444,270.6111111,110.8333333,25.66666667,103.8333333,2.833333333,12.5,5.611111111,5.166666667,7.833333333,0.333333333,0.388888889,0.777777778,1.5,0.111111111,0.777777778,1.333333333,0.333333333,0.777777778,0.555555556,0.222222222
2016_01_LA_SF,2016,1,SF,REG,81,55,40,5,320,35,22,13,170,195,170,73,42,150,5,10,11,8,9,1,1,3,1,0,0,2,1,2,0,1,28,0,4,0,1,5,35,7,1,0,41,77,12,0.53,0.45,1,0,0,0,0,0,1,0,0,'1-0-0,1,195,195,22,1,35,4.16,5.571,1.06,1.346,0.629,0,0.029,4.86,0.029,4.86,5.57,7.73,0.071,3.57,99,5,0.05,490,4.95,81,55,40,5,320,35,22,13,170,195,170,73,42,150,5,10,11,8,9,1,1,3,1,0,0,2,1,2,0,1
2016_02_SF_CAR,2016,2,SF,REG,62,41,40,2,308,34,17,17,243,385,243,110,26,65,4,13,3,4,10,0,1,1,2,0,2,1,1,1,0,0,28,6,3,2,10,1,38,7,0,0,26,64,22,0.41,0.59,0,0,0,0,1,0,1,1,0,'1-1-0,0.5,385,385,17,2,34,4.81,11.324,2.092,1.308,0.5,0.059,0.059,7.15,0.059,7.15,11.32,14.29,0.038,2.5,77,5,0.06,551,7.16,71.5,48,40,3.5,314,34.5,19.5,15,206.5,290,206.5,91.5,34,107.5,4.5,11.5,7,6,9.5,0.5,1,2,1.5,0,1,1.5,1,1.5,0,0.5
2016_03_SF_SEA,2016,3,SF,REG,56,6,27,2,254,24,14,10,119,177,119,43,32,135,2,6,6,4,11,1,0,2,0,0,1,1,0,1,0,1,18,0,1,2,8,1,25,7,0,0,32,57,18,0.56,0.44,0,0,0,0,1,0,1,2,0,'1-2-0,0.333,177,177,14,0,24,4.46,7.375,0.962,0.923,0.583,0.042,0,4.96,0,4.96,7.38,8.5,0.062,4.22,70,2,0.03,373,5.33,66.33333333,34,35.66666667,3,294,31,17.66666667,13.33333333,177.3333333,252.3333333,177.3333333,75.33333333,33.33333333,116.6666667,3.666666667,9.666666667,6.666666667,5.333333333,10,0.666666667,0.666666667,2,1,0,1,1.333333333,0.666666667,1.333333333,0,0.666666667
2016_04_DAL_SF,2016,4,SF,REG,53,38,25,1,302,22,16,6,196,250,196,70,29,106,5,8,6,8,6,0,1,1,1,0,1,0,0,0,0,0,17,0,2,1,5,1,24,4,1,0,28,53,12,0.53,0.45,0,1,0,0,0,0,1,3,0,'1-3-0,0.25,250,250,16,1,22,5.7,11.364,1.359,0.846,0.727,0.045,0.045,8.91,0.045,8.91,11.36,12.25,0.034,3.66,67,3,0.04,498,7.43,63,35,33,2.5,296,28.75,17.25,11.5,182,251.75,182,74,32.25,114,4,9.25,6.5,6,9,0.5,0.75,1.75,1,0,1,1,0.5,1,0,0.5
2016_05_ARI_SF,2016,5,SF,REG,77,55,44,6,313,29,18,11,162,266,162,59,36,151,4,12,10,4,10,1,0,2,1,1,2,2,1,2,0,0,21,0,3,0,6,5,38,7,0,0,36,74,16,0.49,0.51,0,1,0,0,0,0,1,4,0,'1-4-0,0.2,266,266,18,1,29,4.23,9.172,1.446,1.115,0.621,0.069,0.034,5.59,0.034,5.59,9.17,9,0.056,4.19,83,4,0.05,475,5.72,65.8,39,35.2,3.2,299.4,28.8,17.4,11.4,178,254.6,178,71,33,121.4,4,9.8,7.2,5.6,9.2,0.6,0.6,1.8,1,0.2,1.2,1.2,0.6,1.2,0,0.4
2016_06_SF_BUF,2016,6,SF,REG,61,37,36,4,320,29,13,16,187,295,187,98,28,133,3,7,8,3,10,0,2,0,1,0,0,2,1,2,0,0,16,0,1,3,8,2,32,5,1,0,27,60,17,0.45,0.53,0,0,0,0,1,0,1,5,0,'1-5-0,0.167,295,295,13,1,29,5.33,10.172,1.603,1.115,0.448,0,0.034,6.45,0.034,6.45,10.17,14.38,0,4.75,70,2,0.03,507,7.24,65,38.66666667,35.33333333,3.333333333,302.8333333,28.83333333,16.66666667,12.16666667,179.5,261.3333333,179.5,75.5,32.16666667,123.3333333,3.833333333,9.333333333,7.333333333,5.166666667,9.333333333,0.5,0.833333333,1.5,1,0.166666667,1,1.333333333,0.666666667,1.333333333,0,0.333333333
2016_07_TB_SF,2016,7,SF,REG,68,49,44,6,303,33,16,17,143,278,143,51,28,160,4,8,11,6,9,1,0,1,1,0,1,5,1,3,2,0,17,0,2,1,7,4,38,6,0,0,28,66,16,0.42,0.58,0,1,0,0,0,0,1,6,0,'1-6-0,0.143,278,278,16,1,33,4.59,8.424,1.511,1.269,0.485,0.03,0.03,4.33,0.03,4.33,8.42,8.94,0.036,5.71,77,3,0.04,446,5.79,65.42857143,40.14285714,36.57142857,3.714285714,302.8571429,29.42857143,16.57142857,12.85714286,174.2857143,263.7142857,174.2857143,72,31.57142857,128.5714286,3.857142857,9.142857143,7.857142857,5.285714286,9.285714286,0.571428571,0.714285714,1.428571429,1,0.142857143,1,1.857142857,0.714285714,1.571428571,0.285714286,0.285714286
2016_09_NO_SF,2016,9,SF,REG,61,45,42,2,491,38,24,14,398,240,398,265,17,93,0,15,4,2,7,0,2,0,2,0,1,3,3,2,1,0,23,0,2,3,7,4,40,2,0,0,17,57,14,0.3,0.7,0,1,0,0,0,0,1,7,0,'1-7-0,0.125,240,240,24,2,38,8.61,6.316,1.304,1.462,0.632,0.026,0.053,10.47,0.053,10.47,6.32,16.58,0,5.47,79,4,0.05,889,11.25,64.875,40.75,37.25,3.5,326.375,30.5,17.5,13,202.25,260.75,202.25,96.125,29.75,124.125,3.375,9.875,7.375,4.875,9,0.5,0.875,1.25,1.125,0.125,1,2,1,1.625,0.375,0.25
2016_10_SF_ARI,2016,10,SF,REG,59,20,39,7,293,30,17,13,210,318,210,61,28,83,5,11,4,7,10,1,0,1,1,0,0,0,0,0,0,0,20,0,2,2,4,3,33,7,0,0,28,61,15,0.46,0.54,0,0,0,0,1,0,1,8,0,'1-8-0,0.111,318,318,17,1,30,4.8,10.6,1.728,1.154,0.567,0,0.033,7,0.033,7,10.6,12.35,0.036,2.96,75,3,0.04,503,6.71,64.22222222,38.44444444,37.44444444,3.888888889,322.6666667,30.44444444,17.44444444,13,203.1111111,267.1111111,203.1111111,92.22222222,29.55555556,119.5555556,3.555555556,10,7,5.111111111,9.111111111,0.555555556,0.777777778,1.222222222,1.111111111,0.111111111,0.888888889,1.777777778,0.888888889,1.444444444,0.333333333,0.222222222
2016_11_NE_SF,2016,11,SF,REG,65,7,37,2,328,30,16,14,206,349,206,79,27,122,2,11,8,5,9,0,0,0,2,0,0,5,0,3,2,0,17,0,2,1,6,3,35,8,0,0,27,62,17,0.44,0.56,0,1,0,0,0,0,1,9,0,'1-9-0,0.1,349,349,16,2,30,5.29,11.633,1.897,1.154,0.533,0,0.067,6.87,0.067,6.87,11.63,12.88,0,4.52,73,4,0.05,534,7.32,64.3,35.3,37.4,3.7,323.2,30.4,17.3,13.1,203.4,275.3,203.4,90.9,29.3,119.8,3.4,10.1,7.1,5.1,9.1,0.5,0.7,1.1,1.2,0.1,0.8,2.1,0.8,1.6,0.5,0.2
2016_12_SF_MIA,2016,12,SF,REG,77,56,53,6,489,45,29,16,296,348,296,148,25,193,3,15,9,7,7,2,0,0,3,0,1,2,1,1,1,0,24,0,3,1,6,7,47,4,0,1,25,73,14,0.34,0.64,0,0,0,0,1,0,1,10,0,'1-10-0,0.091,348,348,29,3,45,6.7,7.733,1.891,1.731,0.644,0.022,0.067,6.58,0.067,6.58,7.73,10.21,0,7.72,99,6,0.06,785,7.93,65.45454545,37.18181818,38.81818182,3.909090909,338.2727273,31.72727273,18.36363636,13.36363636,211.8181818,281.9090909,211.8181818,96.09090909,28.90909091,126.4545455,3.363636364,10.54545455,7.272727273,5.272727273,8.909090909,0.636363636,0.636363636,1,1.363636364,0.090909091,0.818181818,2.090909091,0.818181818,1.545454545,0.545454545,0.181818182
2016_13_SF_CHI,2016,13,SF,REG,58,34,24,4,180,15,5,10,39,157,39,5,34,141,4,2,7,4,10,0,0,0,0,1,0,1,0,1,0,0,6,0,0,2,5,4,21,8,1,0,33,55,15,0.6,0.38,0,0,0,0,1,0,1,11,0,'1-11-0,0.083,157,157,5,0,15,3.27,10.467,0.853,0.577,0.333,0,0,2.6,0,2.6,10.47,7.8,0,4.15,54,0,0,219,4.06,64.83333333,36.91666667,37.58333333,3.916666667,325.0833333,30.33333333,17.25,13.08333333,197.4166667,271.5,197.4166667,88.5,29.33333333,127.6666667,3.416666667,9.833333333,7.25,5.166666667,9,0.583333333,0.583333333,0.916666667,1.25,0.166666667,0.75,2,0.75,1.5,0.5,0.166666667
2016_14_NYJ_SF,2016,14,SF,REG,59,37,30,2,381,26,15,11,133,194,133,71,27,248,1,5,11,2,10,0,1,1,1,0,0,0,0,0,0,0,17,0,2,3,6,4,28,6,0,0,27,55,17,0.49,0.51,0,1,0,0,0,0,1,12,0,'1-12-0,0.077,194,194,15,1,26,6.93,7.462,1.054,1,0.577,0,0.038,5.12,0.038,5.12,7.46,8.87,0.037,9.19,68,3,0.04,514,7.56,64.38461538,36.92307692,37,3.769230769,329.3846154,30,17.07692308,12.92307692,192.4615385,265.5384615,192.4615385,87.15384615,29.15384615,136.9230769,3.230769231,9.461538462,7.538461538,4.923076923,9.076923077,0.538461538,0.615384615,0.923076923,1.230769231,0.153846154,0.692307692,1.846153846,0.692307692,1.384615385,0.461538462,0.153846154
2016_15_SF_ATL,2016,15,SF,REG,54,11,36,1,290,33,20,13,183,215,183,68,20,107,3,8,6,6,7,0,0,0,2,0,0,1,1,1,0,0,13,0,2,0,8,1,35,7,0,0,20,55,17,0.36,0.64,0,0,0,0,1,0,1,13,0,'1-13-0,0.071,215,215,20,2,33,5.27,6.515,1.168,1.269,0.606,0,0.061,5.55,0.061,5.55,6.52,9.15,0,5.35,73,4,0.05,473,6.48,63.64285714,35.07142857,36.92857143,3.571428571,326.5714286,30.21428571,17.28571429,12.92857143,191.7857143,261.9285714,191.7857143,85.78571429,28.5,134.7857143,3.214285714,9.357142857,7.428571429,5,8.928571429,0.5,0.571428571,0.857142857,1.285714286,0.142857143,0.642857143,1.785714286,0.714285714,1.357142857,0.428571429,0.142857143
2016_16_SF_LA,2016,16,SF,REG,76,45,45,4,336,36,28,8,266,189,266,148,30,70,2,14,5,6,10,1,0,1,2,0,1,3,1,3,0,0,22,0,2,0,4,9,41,9,2,0,27,70,15,0.39,0.59,0,0,0,1,0,0,2,13,0,'2-13-0,0.133,189,189,28,2,36,4.8,5.25,1.027,1.385,0.778,0.028,0.056,7.39,0.056,7.39,5.25,9.5,0.033,2.33,94,5,0.05,602,6.4,64.46666667,35.73333333,37.46666667,3.6,327.2,30.6,18,12.6,196.7333333,257.0666667,196.7333333,89.93333333,28.6,130.4666667,3.133333333,9.666666667,7.266666667,5.066666667,9,0.533333333,0.533333333,0.866666667,1.333333333,0.133333333,0.666666667,1.866666667,0.733333333,1.466666667,0.4,0.133333333
2016_17_SEA_SF,2016,17,SF,REG,61,39,27,0,277,22,17,5,215,157,215,121,31,62,5,7,7,2,9,2,1,2,1,0,0,3,2,2,1,0,21,0,3,0,8,4,27,6,1,0,30,58,17,0.52,0.47,0,1,0,0,0,0,2,14,0,'2-14-0,0.125,157,157,17,1,22,4.78,7.136,0.853,0.846,0.773,0,0.045,9.77,0.045,9.77,7.14,12.65,0.065,2,70,4,0.06,492,7.03,64.25,35.9375,36.8125,3.375,324.0625,30.0625,17.9375,12.125,197.875,250.8125,197.875,91.875,28.75,126.1875,3.25,9.5,7.25,4.875,9,0.625,0.5625,0.9375,1.3125,0.125,0.625,1.9375,0.8125,1.5,0.4375,0.125
2016_01_TB_ATL,2016,1,TB,REG,29,2,33,2,371,31,23,8,281,317,281,105,28,90,2,12,5,3,6,0,0,0,4,0,1,0,0,0,0,0,31,0,4,1,6,5,32,5,2,0,26,60,16,0.43,0.53,0,0,0,1,0,0,1,0,0,'1-0-0,1,317,317,23,4,31,6.18,10.226,2.664,1.292,0.742,0.032,0.129,9.06,0.129,9.06,10.23,12.22,0,3.21,82,8,0.1,652,7.95,29,2,33,2,371,31,23,8,281,317,281,105,28,90,2,12,5,3,6,0,0,0,4,0,1,0,0,0,0,0
2016_02_TB_ARI,2016,2,TB,REG,55,10,57,2,328,48,27,21,243,571,243,81,21,85,3,14,5,5,8,0,1,0,1,0,4,1,1,0,1,0,8,6,1,1,8,4,55,6,1,0,20,76,16,0.26,0.72,0,0,0,0,1,0,1,1,0,'1-1-0,0.5,571,571,27,1,48,4.32,11.896,4.798,2,0.562,0.083,0.021,5.06,0.021,5.06,11.9,9,0,4.05,96,2,0.02,571,5.95,42,6,45,2,349.5,39.5,25,14.5,262,444,262,93,24.5,87.5,2.5,13,5,4,7,0,0.5,0,2.5,0,2.5,0.5,0.5,0,0.5,0
2016_03_LA_TB,2016,3,TB,REG,56,14,63,1,488,57,36,21,405,389,405,180,22,83,1,21,6,8,8,2,0,1,3,0,1,2,1,1,1,0,27,6,3,1,7,9,62,4,1,0,21,84,15,0.25,0.74,0,1,0,0,0,0,1,2,0,'1-2-0,0.333,389,389,36,3,57,5.81,6.825,3.269,2.375,0.632,0.018,0.053,7.11,0.053,7.11,6.82,11.25,0.045,3.77,115,7,0.06,893,7.77,46.66666667,8.666666667,51,1.666666667,395.6666667,45.33333333,28.66666667,16.66666667,309.6666667,425.6666667,309.6666667,122,23.66666667,86,2,15.66666667,5.333333333,5.333333333,7.333333333,0.666666667,0.333333333,0.333333333,2.666666667,0,2,1,0.666666667,0.333333333,0.666666667,0
2016_04_DEN_TB,2016,4,TB,REG,44,6,43,4,251,33,17,16,179,442,179,11,26,72,2,9,3,5,11,0,1,1,0,0,2,2,1,1,1,0,7,0,1,0,6,7,40,7,1,0,25,66,14,0.38,0.61,0,1,0,0,0,0,1,3,0,'1-3-0,0.25,442,442,17,0,33,3.8,13.394,3.714,1.375,0.515,0.061,0,5.42,0,5.42,13.39,10.53,0.038,2.77,76,1,0.01,430,5.66,46,8,49,2.25,359.5,42.25,25.75,16.5,277,429.75,277,94.25,24.25,82.5,2,14,4.75,5.25,8.25,0.5,0.5,0.5,2,0,2,1.25,0.75,0.5,0.75,0
2016_05_TB_CAR,2016,5,TB,REG,26,5,35,2,332,30,18,12,219,348,219,55,37,113,6,10,8,6,9,0,0,0,1,0,0,2,1,1,1,0,17,0,0,5,3,6,33,5,1,0,36,70,13,0.51,0.47,0,0,0,1,0,0,2,3,0,'2-3-0,0.4,348,348,18,1,30,4.74,11.6,2.924,1.25,0.6,0,0.033,7.3,0.033,7.3,11.6,12.17,0,3.05,85,2,0.02,551,6.48,42,7.4,46.2,2.2,354,39.8,24.2,15.6,265.4,413.4,265.4,86.4,26.8,88.6,2.8,13.2,5.4,5.4,8.4,0.4,0.4,0.4,1.8,0,1.6,1.4,0.8,0.6,0.8,0
2016_07_TB_SF,2016,7,TB,REG,26,4,32,0,518,29,21,8,269,260,269,121,41,249,4,17,8,6,8,0,1,1,3,0,1,1,1,0,1,0,34,0,4,3,4,2,32,3,1,0,40,73,14,0.55,0.44,0,0,0,1,0,0,3,3,0,'3-3-0,0.5,260,260,21,3,29,7.1,8.966,2.185,1.208,0.724,0.034,0.103,9.28,0.103,9.28,8.97,12.81,0.024,6.07,91,7,0.08,787,8.65,39.33333333,6.833333333,43.83333333,1.833333333,381.3333333,38,23.66666667,14.33333333,266,387.8333333,266,92.16666667,29.16666667,115.3333333,3,13.83333333,5.833333333,5.5,8.333333333,0.333333333,0.5,0.5,2,0,1.5,1.333333333,0.833333333,0.5,0.833333333,0
2016_08_OAK_TB,2016,8,TB,REG,31,1,38,4,282,32,16,16,180,400,180,65,27,102,3,9,3,4,9,0,0,1,2,0,0,2,0,2,0,1,24,0,2,1,5,8,35,8,0,0,27,62,16,0.44,0.56,0,1,0,0,0,0,3,4,0,'3-4-0,0.429,400,400,16,2,32,4.55,12.5,3.361,1.333,0.5,0,0.062,5.62,0.062,5.62,12.5,11.25,0.037,3.78,75,5,0.07,462,6.16,38.14285714,6,43,2.142857143,367.1428571,37.14285714,22.57142857,14.57142857,253.7142857,389.5714286,253.7142857,88.28571429,28.85714286,113.4285714,3,13.14285714,5.428571429,5.285714286,8.428571429,0.285714286,0.428571429,0.571428571,2,0,1.285714286,1.428571429,0.714285714,0.714285714,0.714285714,0.142857143
2016_09_ATL_TB,2016,9,TB,REG,56,18,52,1,406,48,33,15,336,391,336,142,21,70,2,18,3,8,6,1,1,0,4,0,0,2,2,2,0,0,28,0,2,0,9,10,51,3,0,0,21,72,14,0.29,0.71,0,1,0,0,0,0,3,5,0,'3-5-0,0.375,391,391,33,4,48,5.64,8.146,3.286,2,0.688,0,0.083,7,0.083,7,8.15,10.18,0,3.33,102,8,0.08,742,7.27,40.375,7.5,44.125,2,372,38.5,23.875,14.625,264,389.75,264,95,27.875,108,2.875,13.75,5.125,5.625,8.125,0.375,0.5,0.5,2.25,0,1.125,1.5,0.875,0.875,0.625,0.125
